Timestamp,Theta_rad,Gamma_rad,Phi_rad,Gamma_deg
1775768568.1450293,0.08328124135732651,-0.09035850316286087,-3.874612808227539,-5.177162725518643,-221.99904053764342
1775768568.1459486,0.08326422423124313,-0.0900130495429039,-3.874267339706421,-5.157369684000313,-221.97924664235114
1775768568.1764174,0.08324720710515976,-0.08966758102178574,-3.8739218711853027,-5.137575788708031,-221.95945274705886
1775768568.1968193,0.08331996947526932,-0.08931449800729752,-3.872610092163086,-5.117345614926517,-221.88429331855775
1775768568.1974626,0.08330295234918594,-0.08896903693675995,-3.8722646236419678,-5.097552146521211,-221.86449942326544
1775768568.1976812,0.08327767997980118,-0.08854098618030548,-3.8718366622924805,-5.073026635989547,-221.8399790353775
1775768568.1996057,0.083260677754879,-0.08819552510976791,-3.8714911937713623,-5.05323316758424,-221.82018514008521
1775768568.1999705,0.08323518186807632,-0.08767730742692947,-3.8709728717803955,-5.023541470871866,-221.79048746695517
1775768568.2460816,0.08329945057630539,-0.08715154975652695,-3.8704471588134766,-4.993417764540017,-221.76036632194518
1775768568.2463975,0.08326578885316849,-0.08655073493719101,-3.8698463439941406,-4.958993598814309,-221.72594215621947
1775768568.2465472,0.08323995023965836,-0.0859423577785492,-3.8692378997802734,-4.924136142808199,-221.69108085823058
1775768568.2475402,0.08329612016677856,-0.08533405512571335,-3.8686296939849854,-4.889282955671847,-221.65623322062493
1775768568.2910407,0.08327063918113708,-0.08481582254171371,-3.8681113719940186,-4.8595904051855205,-221.62653554749488
1775768568.2912586,0.0832451581954956,-0.08429758250713348,-3.867593288421631,-4.829897427812218,-221.59685153474808
1775768568.291356,0.08330142498016357,-0.08368933200836182,-3.8669848442077637,-4.795047228884697,-221.5619902367592
1775768568.2914493,0.08327595889568329,-0.08317108452320099,-3.866466760635376,-4.76535382462442,-221.5323062240124
1775768568.325128,0.0832420140504837,-0.08248007297515869,-3.8657755851745605,-4.725761765170097,-221.49270477304458
1775768568.3253434,0.08329790830612183,-0.08178173005580902,-3.865077257156372,-4.685749648931623,-221.45269351058008
1775768568.3254404,0.083271324634552,-0.08108317852020264,-3.8643789291381836,-4.645725579857826,-221.41268224811554
1775768568.3475323,0.08331235498189926,-0.08030886203050613,-3.8636045455932617,-4.601360497127473,-221.36831332340242
1775768568.3479598,0.08336030691862106,-0.07952793687582016,-3.862823486328125,-4.556616765649617,-221.32356190795898
1775768568.3495636,0.08331787586212158,-0.07866407930850983,-3.86195969581604,-4.507121355244517,-221.27407033953668
1775768568.3930216,0.0833652913570404,-0.07779303938150406,-3.861088752746582,-4.45721442579478,-221.2241689596176
